Low,Mid,High,LowPercent,MidPercent,HighPercent,LowAverage,MidAverage,HighAverage,MaxWealth,MinWealth,Gini
220,25,5,0.88,0.1,0.02,175.47644,549.14825,276.04272,1226.897,11.822293,52.216648317597
221,24,5,0.884,0.096,0.02,180.43369,559.0087,273.57416,1238.9452,9.155626,51.48295649113425
222,24,4,0.888,0.096,0.016,180.54683,568.821,265.86172,1253.0852,4.0,51.60070538116998
222,23,5,0.888,0.092,0.02,180.6228,567.2344,263.41592,1261.532,1.0,52.163962424059726
222,23,5,0.888,0.092,0.02,181.73184,576.9398,269.5653,1267.7975,5.0,52.37505197932479
222,22,6,0.888,0.088,0.024,181.98166,571.38245,272.07053,1275.7648,4.0,52.859680615234545
223,22,5,0.892,0.088,0.02,179.23706,564.1639,265.23862,1285.8835,3.0,53.495192461767154
223,22,5,0.892,0.088,0.02,181.63344,578.3179,270.5118,1334.8835,2.2691507,54.025752474546614
194,50,6,0.776,0.2,0.024,150.913,438.75284,241.57962,986.3141,0.5936022,51.777876938886955
194,50,6,0.776,0.2,0.024,151.04242,438.22345,243.0212,996.6023,8.0,51.639702896194656
194,51,5,0.776,0.204,0.02,151.18047,443.9536,245.12018,990.6392,7.0,51.41715066884354
196,49,5,0.784,0.196,0.02,154.3616,455.67725,249.02391,1021.63916,3.0,51.347006356430946
195,50,5,0.78,0.2,0.02,153.02162,456.52258,248.02211,1034.4865,0.0,51.76500390973525
200,45,5,0.8,0.18,0.02,157.7264,465.91077,244.98196,1079.4865,5.0,51.86409863136215
200,46,4,0.8,0.184,0.016,157.11275,473.5066,247.83029,1086.1202,4.0,51.92231286966126
199,48,3,0.796,0.192,0.012,156.9245,473.87244,248.64928,1090.3429,4.810891,51.525284108633066
199,48,3,0.796,0.192,0.012,158.03473,472.75656,249.0715,1093.5851,3.0,51.57540559318296
205,42,3,0.82,0.168,0.012,163.87515,494.70865,253.93413,1138.5851,4.0,52.09347162450286
206,40,4,0.824,0.16,0.016,163.19925,491.6044,256.6644,1141.628,5.0,52.83726191855386
206,40,4,0.824,0.16,0.016,161.17651,494.99942,259.11328,1144.9995,5.3333335,53.31455506541534
206,41,3,0.824,0.164,0.012,160.4422,501.28284,261.88092,1149.9398,5.0,53.65188708375354
208,39,3,0.832,0.156,0.012,162.3095,502.01993,255.27846,1176.9398,3.0,53.661748298764
208,39,3,0.832,0.156,0.012,161.26237,507.37375,253.65804,1189.7871,0.0,54.44284117970893
208,39,3,0.832,0.156,0.012,164.10573,512.76715,257.78668,1200.6698,3.0,53.874182058960294
210,37,3,0.84,0.148,0.012,167.06985,516.7096,256.66898,1208.3676,2.1057596,53.571724678822655
211,36,3,0.844,0.144,0.012,169.47559,524.5307,257.15738,1215.4445,3.336279,53.35916104359058
213,35,2,0.852,0.14,0.008,168.79523,535.229,251.82417,1254.4445,4.0,53.85593095341029
215,33,2,0.86,0.132,0.008,171.19092,546.1985,253.95364,1260.0989,4.0,54.21069600555348
216,32,2,0.864,0.128,0.008,175.08118,546.68335,256.40564,1266.8423,7.0,53.19664925834514
218,30,2,0.872,0.12,0.008,177.13515,552.6269,255.06201,1265.8423,7.0,52.856143103417715
217,31,2,0.868,0.124,0.008,176.96764,553.0352,259.54462,1272.8423,6.0,52.87143848015695
217,31,2,0.868,0.124,0.008,172.7756,557.64307,258.30008,1285.6466,5.0,53.888067769279594
191,52,7,0.764,0.208,0.028,144.2373,449.90625,249.29811,1038.6794,4.0,52.96007374626061
188,55,7,0.752,0.22,0.028,143.75871,452.5465,255.29692,1050.8103,10.598438,52.92236949833751
188,56,6,0.752,0.224,0.024,142.28094,460.91406,254.99603,1062.3773,6.5984383,53.56260432724958
190,54,6,0.76,0.216,0.024,142.19565,462.99338,258.85666,1064.3773,3.0,53.949800764454274
193,51,6,0.772,0.204,0.024,144.33583,469.68417,262.83383,1066.3773,4.0,54.27784907440947
196,49,5,0.784,0.196,0.02,149.72838,478.18723,254.26462,1075.3695,3.8841944,53.495962682194666
178,63,9,0.712,0.252,0.036,127.808815,418.1421,247.28215,899.59686,0.8841944,53.777172623684244
179,62,9,0.716,0.248,0.036,128.4764,420.9693,248.2778,912.63715,1.8841944,54.209484619415896
178,65,7,0.712,0.26,0.028,128.8656,429.24768,252.66058,924.9912,6.0,53.963029564227334
183,60,7,0.732,0.24,0.028,136.0818,443.86807,258.49347,970.9912,9.0,53.66477835216211
172,63,15,0.688,0.252,0.06,123.95233,391.82205,252.98483,849.026,3.0,52.912406018713234
172,64,14,0.688,0.256,0.056,123.29314,400.93582,256.45685,864.026,4.0,53.66815813275753
176,60,14,0.704,0.24,0.056,123.84802,405.24783,251.41574,867.026,7.5516243,54.402208132276435
178,60,12,0.712,0.24,0.048,125.84184,414.18768,255.59306,882.026,4.5516243,54.210529031523045
178,59,13,0.712,0.236,0.052,129.92853,416.2687,262.4849,885.026,5.5516243,53.52830378532236
178,59,13,0.712,0.236,0.052,133.07729,423.61526,268.2705,900.026,10.0,53.18570372504474
176,62,12,0.704,0.248,0.048,133.5877,427.10315,271.56885,904.45386,7.5516243,52.64651324221632
178,59,13,0.712,0.236,0.052,134.55215,428.07394,269.2433,905.45386,8.551624,53.15866568582715
177,59,14,0.708,0.236,0.056,138.47437,431.70697,276.4502,911.43854,11.0,52.499620617294575
179,58,13,0.716,0.232,0.052,135.50436,435.72195,277.12543,920.43854,8.0,53.55507722374751
182,56,12,0.728,0.224,0.048,137.7409,441.47455,278.14578,926.6949,7.0,53.79676040711639
183,57,10,0.732,0.228,0.04,140.32996,446.80988,274.37744,937.6949,6.0,52.89590847070941
187,54,9,0.748,0.216,0.036,141.69736,455.04227,269.76413,942.12274,8.0,53.400641088373966
184,54,12,0.736,0.216,0.048,134.65727,421.457,249.40799,861.25146,3.0,53.38466706838154
182,55,13,0.728,0.22,0.052,136.50603,418.43106,255.91806,875.5469,3.0,52.98226686498311
182,56,12,0.728,0.224,0.048,138.58653,422.63358,260.87515,888.5469,7.349264,52.55190233723261
169,61,20,0.676,0.244,0.08,128.34093,369.78525,257.85022,773.8373,9.19994,52.095872416597565
170,61,19,0.68,0.244,0.076,130.91306,375.05008,255.19754,789.5659,9.0,51.8204004905274
170,61,19,0.68,0.244,0.076,134.27916,378.80618,260.16257,803.54645,5.1999397,51.1066692609893
168,62,20,0.672,0.248,0.08,136.56758,380.64032,266.10007,813.81696,5.1999397,50.6118428744012
170,62,18,0.68,0.248,0.072,140.32047,390.04758,269.8123,831.55444,3.573329,50.160712242748566
171,61,18,0.684,0.244,0.072,143.00267,398.39258,276.69205,846.55444,0.83309555,50.3175361928843
174,58,18,0.696,0.232,0.072,148.9335,410.92422,282.33472,877.55444,3.8407001,49.92107061437128
174,61,15,0.696,0.244,0.06,152.49777,426.38446,289.79907,893.56335,3.0,49.62586166842812
179,58,13,0.716,0.232,0.052,149.24889,427.58954,282.7099,908.8078,5.986166,51.082448758745166
183,54,13,0.732,0.216,0.052,151.18611,436.27316,284.87408,936.67664,3.4733682,51.835287928905025
185,54,11,0.74,0.216,0.044,149.32967,442.8097,270.62955,948.16113,0.80670166,52.51117131633692
189,51,10,0.756,0.204,0.04,148.57834,448.20578,259.15707,960.9277,3.0,53.055176110061446
188,52,10,0.752,0.208,0.04,150.14326,448.4359,263.7488,978.66516,4.0,52.7336732223339
191,50,9,0.764,0.2,0.036,151.56026,454.5904,259.69443,1017.66516,4.2378054,53.06785306964594
192,49,9,0.768,0.196,0.036,152.89723,465.572,265.3054,1035.5615,9.0,53.47971350389708
196,46,8,0.784,0.184,0.032,156.44254,484.52106,267.57974,1074.5615,6.0,53.905639575488756
198,47,5,0.792,0.188,0.02,161.59488,507.7021,273.72653,1113.5615,4.3333335,53.21466866542324
198,47,5,0.792,0.188,0.02,164.45604,518.24274,280.0168,1129.5704,5.0,52.96393771996373
201,44,5,0.804,0.176,0.02,166.76927,527.0576,283.02908,1147.308,11.910098,52.97442138147017
175,59,16,0.7,0.236,0.064,135.82056,397.90897,251.93726,885.97833,4.0,52.98816988621548
175,59,16,0.7,0.236,0.064,139.48369,403.53632,258.54382,887.97833,6.0,52.47401618841105
177,59,14,0.708,0.236,0.056,141.17323,407.87735,258.241,899.73364,6.0,52.28853935169901
177,60,13,0.708,0.24,0.052,145.22768,420.27457,264.96988,916.6827,2.0,51.623410647938734
183,56,11,0.732,0.224,0.044,146.80095,426.56583,260.67963,938.6827,1.0,51.93809597108339
184,55,11,0.736,0.22,0.044,150.4485,434.71906,266.72757,964.6827,6.9502087,51.59908323823766
187,52,11,0.748,0.208,0.044,152.47784,445.3035,271.66263,990.6827,6.0,52.324928476315115
189,51,10,0.756,0.204,0.04,157.11711,452.87524,271.9226,1002.6827,6.0,51.37898470494111
189,52,9,0.756,0.208,0.036,157.11833,450.07623,275.4586,1011.0824,6.0,51.01758150462411
190,52,8,0.76,0.208,0.032,153.23883,453.6115,271.2244,1019.26373,16.417236,52.02012042212301
190,52,8,0.76,0.208,0.032,157.21082,461.80936,276.90347,1026.708,17.087862,51.63808858129779
191,53,6,0.764,0.212,0.024,158.82681,462.64346,272.02487,1039.2372,16.887863,50.620272085216136
180,64,6,0.72,0.256,0.024,149.92722,437.7457,268.9364,953.50336,11.0,49.762898406785105
185,59,6,0.74,0.236,0.024,152.94525,446.8565,272.08664,986.55255,2.0,50.36015800935275
193,52,5,0.772,0.208,0.02,158.69257,469.85367,276.6242,1035.5525,2.3333335,50.87299638833793
194,53,3,0.776,0.212,0.012,158.60388,477.16138,270.93033,1044.3082,4.0,50.75906156786369
191,55,4,0.764,0.22,0.016,159.09215,473.8066,277.539,1054.2126,4.0,50.302803189595586
191,55,4,0.764,0.22,0.016,159.55269,480.53372,280.52814,1059.6436,9.807151,50.33968612964964
191,56,3,0.764,0.224,0.012,155.9959,477.14838,267.208,1039.8236,12.409719,50.009544649394236
187,56,7,0.748,0.224,0.028,145.47813,447.31964,253.97606,951.4019,3.0,51.04671270060863
186,55,9,0.744,0.22,0.036,146.98415,447.4221,260.431,956.12256,2.0,51.13535398791283
188,53,9,0.752,0.212,0.036,145.79556,451.95093,259.68826,962.6997,4.0,52.007217279497134
191,51,8,0.764,0.204,0.032,145.3473,464.48544,263.09973,973.9613,3.8103771,52.88882741532871
193,49,8,0.772,0.196,0.032,148.00542,478.37906,265.84116,990.9613,4.2343616,53.09344687251724
163,65,22,0.652,0.26,0.088,123.72347,373.4518,268.23587,780.6722,2.9407368,52.462397468752904
164,64,22,0.656,0.256,0.088,125.80763,381.08017,271.6064,789.34344,2.0,52.55305354642406
161,65,24,0.644,0.26,0.096,125.40426,373.796,275.13965,796.9647,1.0,52.34031828569642
163,64,23,0.652,0.256,0.092,126.694855,375.85535,270.80228,804.08716,1.5028753,52.00523970747964
167,60,23,0.668,0.24,0.092,125.670586,372.99216,266.72546,810.6209,0.7349396,52.90140882270226
168,60,22,0.672,0.24,0.088,127.97208,376.69495,267.50845,817.6947,8.0,52.66870875815221
173,60,17,0.692,0.24,0.068,131.97523,399.58105,269.3353,858.1691,10.0,52.69564562823508
179,59,12,0.716,0.236,0.048,137.47417,423.34796,266.39056,905.1691,2.0,52.63238870227361
180,59,11,0.72,0.236,0.044,140.33777,427.15775,267.16803,915.2238,3.0,51.943109207088135
180,59,11,0.72,0.236,0.044,140.06467,430.62704,271.5559,925.41644,5.0,52.24062314310141
182,54,14,0.728,0.216,0.056,143.76372,429.40317,276.80054,936.1898,5.0,52.19451823290729
185,52,13,0.74,0.208,0.052,145.95593,432.34424,276.92142,945.89954,7.0,51.587490498415725
184,54,12,0.736,0.216,0.048,144.79752,425.8056,276.92987,917.94586,8.614666,50.89786788081984
188,50,12,0.752,0.2,0.048,144.60086,426.50018,279.29,924.5253,7.0,51.49154358642409
193,46,11,0.772,0.184,0.044,144.05814,432.75467,272.67957,931.9758,6.0,52.33396184942831
192,47,11,0.768,0.188,0.044,145.24779,436.5919,271.52042,942.5927,7.0,52.198734141609755
192,46,12,0.768,0.184,0.048,147.28996,431.58734,273.39822,966.5927,8.0,52.016778504141264
192,46,12,0.768,0.184,0.048,147.76202,428.79166,268.37808,973.5927,5.5731363,52.00010478981131
193,45,12,0.772,0.18,0.048,150.8282,432.32895,273.26572,987.5375,2.2398028,51.44888733973858
192,47,11,0.768,0.188,0.044,152.26303,430.07916,277.47458,993.62006,6.0,50.3319109782824
196,45,9,0.784,0.18,0.036,156.94499,442.214,280.69067,1004.6646,5.0,49.74613267383392
198,44,8,0.792,0.176,0.032,160.32855,450.55936,282.51083,1013.68,9.675937,49.35988366833772
200,43,7,0.8,0.172,0.028,166.53569,468.6751,290.11023,1062.6799,12.161301,49.1670395891124
203,41,6,0.812,0.164,0.024,167.82584,481.90848,284.82816,1069.6799,12.401278,49.643680673878414
204,41,5,0.816,0.164,0.02,164.52577,481.61853,279.701,1080.7245,11.010267,50.57957653031918
207,40,3,0.828,0.16,0.012,165.58232,486.37436,268.89148,1093.8896,9.691269,50.27442135060847
208,38,4,0.832,0.152,0.016,166.72406,487.39587,271.86084,1107.8345,10.098764,50.6685485529888
210,36,4,0.84,0.144,0.016,171.63194,489.28656,262.37653,1146.8345,6.0,50.03326348676638
209,37,4,0.836,0.148,0.016,172.2204,493.4708,264.66278,1159.4015,6.0,50.467130858560274
168,69,13,0.672,0.276,0.052,136.73222,369.62567,254.50214,854.72925,6.0,49.30954304732587
178,61,11,0.712,0.244,0.044,138.4248,383.87488,243.23375,888.72925,2.0,50.958390334410076
177,62,11,0.708,0.248,0.044,141.30856,389.04425,250.6372,896.91895,0.8523855,50.479088002516626
174,65,11,0.696,0.26,0.044,143.4303,394.49374,259.5177,907.1748,9.683252,49.76172897063953
169,70,11,0.676,0.28,0.044,141.31828,396.1182,267.03952,913.1748,9.0,49.64351932992577
167,69,14,0.668,0.276,0.056,136.76555,384.3014,258.09073,868.2308,6.0,49.835206049559936
169,67,14,0.676,0.268,0.056,139.62946,391.52325,260.80432,871.2308,1.0,49.99475902115592
172,65,13,0.688,0.26,0.052,139.48105,395.4206,257.6405,882.2308,1.0,50.38861865660875
173,64,13,0.692,0.256,0.052,143.3972,405.2326,265.23566,905.2308,1.0,50.13085110290195
174,63,13,0.696,0.252,0.052,146.06891,412.10687,270.448,916.2308,5.0,50.173942813387846
175,62,13,0.7,0.248,0.052,147.91882,421.27985,276.61163,931.2308,4.7844696,50.50130209296186
170,68,12,0.68,0.272,0.048,138.36995,405.99115,266.76685,871.5852,2.983069,51.05397609659486
171,67,12,0.684,0.268,0.048,141.60405,413.60608,272.609,893.5852,1.983069,50.98900414952369
171,67,12,0.684,0.268,0.048,139.393,417.09457,273.12262,894.5852,1.7378345,51.769052040224786
173,64,13,0.692,0.256,0.052,140.5235,419.73013,271.60782,898.3687,2.7378345,51.920004496038025
173,64,13,0.692,0.256,0.052,145.01147,421.585,276.39038,902.43414,1.9781151,50.98033069393569
172,67,11,0.688,0.268,0.044,143.20178,425.81082,276.68085,924.43414,1.2761993,51.426443776181266
173,65,12,0.692,0.26,0.048,147.63683,429.45,283.70972,928.5167,2.213122,50.92388251117155
175,64,11,0.7,0.256,0.044,147.59525,431.61407,282.2855,931.539,3.0690746,51.34136136802409
180,60,10,0.72,0.24,0.04,149.2662,437.75644,276.61346,949.6056,4.6078644,51.735170277126606
183,58,9,0.732,0.232,0.036,148.97234,441.1305,272.4271,956.6056,4.0,52.145869720792696
182,60,8,0.728,0.24,0.032,148.69623,439.7538,272.4717,971.6056,0.3333335,52.01639311689997
188,54,8,0.752,0.216,0.032,148.9962,452.66263,268.43637,1002.6056,3.3197231,53.485250749690756
185,57,8,0.74,0.228,0.032,147.30542,447.48306,270.46606,1011.36127,4.333333,53.38390032547614
190,55,5,0.76,0.22,0.02,148.29184,457.826,255.9415,1021.2656,2.9568758,53.09792170140282
192,54,4,0.768,0.216,0.016,145.03676,461.63403,248.27986,1003.0163,1.2583332,53.791477342743754
192,54,4,0.768,0.216,0.016,147.16135,468.042,252.54456,1012.683,0.34425545,53.5488371857814
193,53,4,0.772,0.212,0.016,146.19809,458.68518,244.19574,1022.3497,3.8688655,53.54226447039401
194,51,5,0.776,0.204,0.02,147.25374,459.48242,251.46544,1030.7979,4.7303715,53.54363955320151
196,49,5,0.784,0.196,0.02,148.16975,470.19125,254.83316,1047.0933,3.0,54.166296263079865
197,48,5,0.788,0.192,0.02,151.19969,479.00864,260.90576,1064.6022,1.7924113,53.84968767705869
206,40,4,0.824,0.16,0.016,157.58069,499.5092,259.0205,1111.6022,3.1115742,53.82718105265668
204,42,4,0.816,0.168,0.016,157.48225,496.7596,265.51596,1114.6022,0.9767599,53.42365879981481
207,40,3,0.828,0.16,0.012,160.93843,510.08878,267.72528,1161.6022,0.51765347,53.20135892795134
207,40,3,0.828,0.16,0.012,163.24722,520.04504,274.55222,1175.8688,1.2009506,53.258272140294146
210,37,3,0.84,0.148,0.012,168.04062,529.2342,278.89365,1186.8688,0.69880295,52.61636806747902
210,37,3,0.84,0.148,0.012,169.72072,535.9362,282.81903,1204.7651,3.698803,52.6833186345466
212,35,3,0.848,0.14,0.012,171.8312,539.49817,281.23123,1215.7651,0.7313614,52.213749967317206
214,34,2,0.856,0.136,0.008,171.67186,550.0444,274.38458,1262.7651,3.0,52.60800320344061
215,33,2,0.86,0.132,0.008,169.68451,540.418,264.75958,1278.774,2.0,52.87464529380305
218,30,2,0.872,0.12,0.008,168.26262,553.7149,266.67776,1296.5116,1.9092569,54.03517491766616
220,28,2,0.88,0.112,0.008,171.73674,562.9776,264.3719,1319.5116,8.313938,53.32290927569557
220,29,1,0.88,0.116,0.004,171.81023,578.3494,266.0661,1337.0205,4.0,53.13601412178105
223,26,1,0.892,0.104,0.004,169.35757,581.7436,259.34857,1384.0205,3.0,53.53196129642311
223,26,1,0.892,0.104,0.004,174.42914,593.54517,267.28613,1398.1655,3.9740305,52.884110660132144
190,49,11,0.76,0.196,0.044,137.2678,419.72882,257.07336,891.03314,9.9740305,52.17646728905675
190,50,10,0.76,0.2,0.04,139.30055,422.26587,258.82718,892.03314,8.046692,51.7924001224601
192,50,8,0.768,0.2,0.032,141.60922,426.63733,259.5275,894.1626,5.918913,51.28304816161836
191,50,9,0.764,0.2,0.036,141.64201,430.54047,265.67828,897.4388,3.90275,51.65003593164875
191,50,9,0.764,0.2,0.036,143.38837,429.18973,265.49136,904.4388,1.2360835,51.21991817406343
192,49,9,0.768,0.196,0.036,144.39047,425.09424,262.69867,913.1611,6.3463545,50.56816879706458
193,48,9,0.772,0.192,0.036,144.10861,424.96835,260.3287,924.8576,4.679688,50.89253167560674
195,47,8,0.78,0.188,0.032,146.8407,434.54846,261.0063,936.89105,3.0130215,50.75451148685534
201,42,7,0.804,0.168,0.028,152.99748,459.90033,259.55658,985.89105,2.48979,51.271703883892776
200,41,9,0.8,0.164,0.036,154.3172,450.68274,264.30222,997.3309,4.5387716,51.042079295009906
202,39,9,0.808,0.156,0.036,151.92555,446.70953,259.18903,1011.5628,5.9941387,51.508752510300845
203,38,9,0.812,0.152,0.036,153.65265,454.42368,263.19855,1025.8735,8.04312,51.69998292563833
211,32,7,0.844,0.128,0.028,159.59021,485.3367,265.9996,1056.8735,2.0,52.14485918403444
213,30,7,0.852,0.12,0.028,163.06165,487.61087,270.75165,1072.941,1.0,51.71657819165012
210,33,7,0.84,0.132,0.028,163.2609,487.04327,277.94205,1090.0886,8.0,51.92715279979166
210,34,6,0.84,0.136,0.024,167.13805,503.53354,284.46964,1106.2985,12.280821,51.579446788877256
212,33,5,0.848,0.132,0.02,171.44498,528.0342,289.82947,1155.2985,11.695749,51.49890887411312
211,34,5,0.844,0.136,0.02,174.27585,532.70294,296.2375,1170.8057,10.530205,51.41284923550848
215,30,5,0.86,0.12,0.02,178.67105,544.1293,297.28052,1219.8057,7.0,51.64554872331065
215,30,5,0.86,0.12,0.02,176.05583,542.1973,296.08102,1234.1165,5.0,52.726439550016956
215,31,4,0.86,0.124,0.016,176.96326,561.01105,297.5044,1265.1165,6.0,53.05173917387584
217,29,4,0.868,0.116,0.016,174.10504,557.3468,280.73862,1281.3263,4.6066027,53.77195735277929
220,26,4,0.88,0.104,0.016,170.79533,566.8021,271.1956,1294.3452,3.2732697,54.89164196171624
224,22,4,0.896,0.088,0.016,170.02754,568.2682,267.5883,1309.8987,2.0,55.172544623867005
224,21,5,0.896,0.084,0.02,171.13591,541.6418,270.21112,1323.5527,1.3107476,54.34825941375676
226,20,4,0.904,0.08,0.016,169.64713,550.1427,248.08318,1335.8154,1.7653494,54.30789157038817
218,29,3,0.872,0.116,0.012,158.44395,498.634,234.78844,1177.1956,2.8357635,52.97494930345784
218,29,3,0.872,0.116,0.012,154.7169,506.43536,235.81754,1179.1956,5.0,54.65550025669655
218,29,3,0.872,0.116,0.012,157.18376,513.30493,241.3877,1209.1956,4.169097,54.43165093115386
219,28,3,0.876,0.112,0.012,163.41754,526.9691,248.91444,1223.1362,4.1622925,53.5710284337838
221,26,3,0.884,0.104,0.012,164.99036,535.3648,249.58101,1235.3358,2.5345955,53.404225146074175
220,27,3,0.88,0.108,0.012,167.89575,541.822,255.8555,1246.7542,0.9873524,52.8035401209927
218,29,3,0.872,0.116,0.012,165.32901,529.95917,251.12108,1259.942,0.0030784607,52.622258103199194
219,28,3,0.876,0.112,0.012,166.97263,538.5268,250.58313,1285.942,3.571301,52.87076830019215
218,30,2,0.872,0.12,0.008,166.91548,553.6139,252.50348,1306.1395,3.0863347,52.752385190247885
219,29,2,0.876,0.116,0.008,168.1214,556.3913,254.28102,1326.1481,5.3796616,52.97681533176365
214,33,3,0.856,0.132,0.012,158.5561,521.7558,233.53229,1147.4537,3.6163058,52.65985159123375
213,34,3,0.852,0.136,0.012,163.27641,529.0866,241.73201,1170.4537,0.9496393,51.87782743846402
215,33,2,0.86,0.132,0.008,162.71198,539.26605,237.25035,1192.4537,6.0,52.0109846768246
216,32,2,0.864,0.128,0.008,164.84149,550.21265,241.49535,1211.4602,7.0,52.08918486694166
218,30,2,0.872,0.12,0.008,166.77184,556.34894,243.24454,1226.6515,7.0,52.20508082801826
217,31,2,0.868,0.124,0.008,168.13374,561.45746,248.46355,1242.8378,6.0,52.269218273366285
217,31,2,0.868,0.124,0.008,171.46231,571.5927,254.87518,1264.8378,8.0,51.960977488211945
221,27,2,0.884,0.108,0.008,169.07106,581.20245,251.00761,1286.8378,2.0,53.06506493697089
222,26,2,0.888,0.104,0.008,170.21991,588.4274,256.0597,1304.1477,1.0,53.322183311160195
225,24,1,0.9,0.096,0.004,172.8231,604.17737,251.5365,1334.1477,0.0,52.915560886642204
226,23,1,0.904,0.092,0.004,169.05313,601.13727,251.08116,1350.066,5.0,53.80181213718607
183,52,15,0.732,0.208,0.06,124.888824,357.14093,232.42181,811.2866,3.0,53.100036402967824
180,55,15,0.72,0.22,0.06,125.58272,359.5225,237.99661,823.43164,1.3595119,52.929333169109675
183,52,15,0.732,0.208,0.06,127.2558,367.80487,240.29082,837.72705,3.0,53.22241811843197
186,50,14,0.744,0.2,0.056,129.79315,377.53082,243.96739,850.72705,2.0,53.22015064860535
189,48,13,0.756,0.192,0.052,133.17174,388.79666,244.64261,879.72705,4.0,53.19432170400251
187,49,14,0.748,0.196,0.056,135.09406,389.34085,251.47615,891.99365,6.8544073,52.70664041355486
189,48,13,0.756,0.192,0.052,136.02911,398.58316,254.72267,904.29095,6.2466583,52.884708792655154
191,46,13,0.764,0.184,0.052,136.54547,410.33997,259.9546,925.29095,2.0,53.70919227239575
194,44,12,0.776,0.176,0.048,140.18251,420.36935,260.2642,959.2447,4.5889454,53.71158878903953
194,44,12,0.776,0.176,0.048,140.84067,425.35956,266.2479,969.358,4.3330603,53.74792116426398
195,44,11,0.78,0.176,0.044,142.96646,433.3884,268.1646,983.3669,4.4703903,53.5047660666387
196,44,10,0.784,0.176,0.04,146.47324,440.70935,270.95743,999.1044,3.5540438,53.023842708964374
198,41,11,0.792,0.164,0.044,149.88283,445.60315,276.2935,1028.1044,1.881268,53.29711161552769
200,40,10,0.8,0.16,0.04,153.18384,452.54404,279.9738,1043.6133,1.1054683,52.92065698891202
203,38,9,0.812,0.152,0.036,155.76321,470.7892,283.00357,1090.6133,0.0,53.73354820183159
203,39,8,0.812,0.156,0.032,155.69814,471.74213,279.23666,1102.7583,1.3333335,53.72469892747723
204,37,9,0.816,0.148,0.036,149.87866,471.83658,276.65393,1117.0537,1.3333335,56.10979781683637
206,35,9,0.824,0.14,0.036,148.83908,475.51288,272.8264,1130.0537,3.1115932,56.83739676052574
209,34,7,0.836,0.136,0.028,150.81136,485.65787,267.28116,1177.0537,1.9384689,56.74964339076542
211,33,6,0.844,0.132,0.024,153.1217,493.15497,267.71313,1189.3203,1.9384689,56.21220509382693
212,32,6,0.848,0.128,0.024,156.53699,501.07462,271.0111,1218.3203,0.6051359,55.82649732198025
212,32,6,0.848,0.128,0.024,158.14145,511.5795,274.69385,1234.0579,7.461279,56.229262220775134
210,34,6,0.84,0.136,0.024,155.98747,509.81763,276.05838,1239.5623,6.0,56.596589006585425
210,35,5,0.84,0.14,0.02,153.97733,515.1689,272.53616,1243.1189,5.074767,57.15241464383872
211,34,5,0.844,0.136,0.02,158.3491,526.48175,278.41913,1265.1189,4.4481564,56.94303967638553
212,33,5,0.848,0.132,0.02,163.42223,531.464,280.57947,1268.3612,2.4481564,56.1561213201494
213,33,4,0.852,0.132,0.016,166.10843,540.5756,283.09494,1272.2445,0.82045937,55.502957521397555
217,30,3,0.868,0.12,0.012,169.05432,559.3174,279.0268,1284.5111,7.0,55.25651270795789
219,28,3,0.876,0.112,0.012,168.47723,565.73016,276.01065,1313.5111,5.0,55.74286327536539
219,28,3,0.876,0.112,0.012,169.10812,572.97736,280.8246,1329.02,8.0,55.64411972840026
223,24,3,0.892,0.096,0.012,176.47453,591.4832,283.43546,1376.02,10.090134,54.9311853505642
223,24,3,0.892,0.096,0.012,178.67413,602.5583,279.87305,1388.165,4.0,54.601614865139716
225,23,2,0.9,0.092,0.008,178.26036,611.3653,255.6904,1402.4604,7.0,54.07959471151117
226,22,2,0.904,0.088,0.008,181.32004,620.88635,261.6158,1415.4604,8.0,53.66799212493061
227,21,2,0.908,0.084,0.008,181.73949,637.2944,262.01376,1462.4604,9.0,54.75846778332198
227,22,1,0.908,0.088,0.004,180.87779,640.47577,262.34894,1474.727,9.83765,54.063717134471524
190,48,12,0.76,0.192,0.048,142.96391,424.3693,254.42581,923.97064,8.0,52.23079228759162
189,49,12,0.756,0.196,0.048,145.15338,423.61484,259.57776,932.97064,8.0,51.617475484905306
193,45,12,0.772,0.18,0.048,145.76973,432.01965,263.00046,953.97064,3.0,52.40120473996286
194,44,12,0.776,0.176,0.048,150.84564,443.0428,270.6922,968.905,3.0,51.947637010991464
196,42,12,0.784,0.168,0.048,155.0286,451.73755,276.56003,979.5397,6.074526,51.65008602944
199,41,10,0.796,0.164,0.04,159.48758,462.772,275.63403,992.5148,6.9096394,50.92988260540006
199,40,11,0.796,0.16,0.044,161.26157,459.56763,282.43228,1008.90265,4.9096394,50.97997916382156
200,39,11,0.8,0.156,0.044,164.19112,465.6782,288.99973,1026.4642,4.779309,50.83954990612984
208,34,8,0.832,0.136,0.032,165.46942,487.1026,262.90546,1057.4642,1.9846764,51.252663420214965
209,33,8,0.836,0.132,0.032,169.04005,488.55197,264.92636,1073.888,2.6529317,50.89262663112459
210,33,7,0.84,0.132,0.028,171.28127,503.5603,268.2984,1096.888,4.2290516,50.842062397110574
210,33,7,0.84,0.132,0.028,168.9995,497.7243,271.13095,1105.4196,2.0,52.09108189777181
207,35,8,0.828,0.14,0.032,168.09203,487.17416,277.21432,1114.7456,1.2375169,52.28892662359613
202,40,8,0.808,0.16,0.032,163.62804,466.7945,268.90198,1051.8839,7.0,51.67656797747623
